x(m),y(m),z(m),Serving_PCI,Serving_RSRP(dBm),Serving_SINR(dB),Detected_PCI,Detected_RSRP(dBm),Detected_SINR(dB)
-178.61,1825.8,230,5,-105.25,8.46,,,
-178.64,1825.81,230,5,-115.15,0.91,,,
-178.59,1825.81,230,5,-110.25,5.38,,,
-178.57,1825.81,230,1,-109.73,5.7,,,
-178.59,1825.83,230,1,-111.15,4.77,,,
-178.67,1825.85,230,1,-107.41,6.78,,,
-178.63,1825.85,230,1,-110.83,3.31,,,
-178.61,1825.89,230,1,-111.01,1.73,,,
-184.39,1826.07,230,1,-84.33,12.21,,,
-177.66,1826.19,230,5,-108.04,6.23,,,
-169.58,1826.5,230,1,-128.28,-8.8,,,
-185.15,1826.64,230,1,-86.81,7.01,,,
-165.13,1826.75,230,1,-113.54,1.91,,,
-176.58,1826.78,230,1,-117.8,-1.46,,,
1277.9,1827.32,230,2,-85.23,11.09,,,
-175.53,1827.44,230,1,-107.25,7.9,,,
-208.58,1827.48,230,3,-76.15,18.03,,,
-221.94,1827.78,230,1,-80.38,9.78,,,
-166.31,1827.83,230,1,-103.91,12.07,,,
-174.49,1828.28,230,1,-110.58,5.33,,,
-167.37,1828.9,230,1,-106.11,10.87,,,
-726.83,1829.04,230,1,-80.25,8.62,,,
-173.36,1829.36,230,1,-108.45,7.71,,,
-168.45,1829.91,230,1,-103.87,11.72,,,
-171.22,1829.97,230,1,-129.08,-10.59,,,
-195.72,1830.38,230,1,-83.36,16.72,,,
-172.26,1830.37,230,1,-110.15,5.87,,,
-193.76,1830.5,230,1,-82.27,18.3,,,
-202.82,1830.63,230,1,-84.86,10.94,,,
-169.3,1830.8,230,1,-103.66,12.55,,,
-197.12,1830.91,230,1,-82.82,15.86,,,
-181.2,1831.08,230,1,-107.94,6.18,,,
-191.47,1831.11,230,1,-82.93,16.71,,,
-182.4,1831.12,230,1,-87.2,8.23,,,
-171.33,1831.42,230,5,-114.94,-0.56,,,
-227.79,1831.54,230,1,-75.73,11.73,,,
-179.57,1831.57,230,1,-108.09,6.69,,,
-180.2,1831.58,230,1,-108.04,6.22,,,
-184.62,1831.67,230,1,-107.62,5.88,,,
279.25,1831.67,230,3,-86.26,10.17,,,
-170.16,1831.75,230,1,-109.79,7.58,,,
-181.65,1831.79,230,1,-108.0,6.4,,,
-198.03,1831.91,230,1,-81.26,19.65,,,
-182.07,1831.96,230,1,-108.7,5.59,,,
-182.1,1832.0,230,1,-107.95,6.66,,,
-181.82,1832.02,230,1,-107.84,6.52,,,
-182.06,1832.04,230,1,-108.68,4.52,,,
-182.05,1832.07,230,1,-107.94,6.06,,,
-182.05,1832.1,230,1,-108.63,7.17,,,
-182.96,1832.12,230,1,-108.19,6.07,,,
-182.95,1832.12,230,1,-108.06,6.11,,,
-182.05,1832.12,230,1,-108.06,6.19,,,
-182.04,1832.12,230,1,-108.21,6.34,,,
-182.97,1832.14,230,1,-108.18,6.56,,,
-182.96,1832.14,230,1,-107.88,6.65,,,
-182.95,1832.14,230,1,-108.01,6.65,,,
-182.94,1832.14,230,1,-108.27,5.83,,,
-182.04,1832.14,230,1,-108.86,5.45,,,
-182.98,1832.15,230,1,-107.48,7.32,,,
-182.97,1832.15,230,1,-107.97,6.73,,,
-182.92,1832.15,230,1,-108.19,6.78,,,
-182.05,1832.15,230,1,-107.93,6.74,,,
-182.99,1832.16,230,1,-108.27,6.39,,,
-182.9,1832.16,230,1,-109.41,4.84,,,
-182.88,1832.16,230,1,-108.83,5.3,,,
-182.86,1832.17,230,1,-108.07,7.04,,,
-182.81,1832.17,230,1,-108.21,6.47,,,
-182.07,1832.17,230,1,-108.61,6.74,,,
-182.99,1832.18,230,1,-107.81,6.75,,,
-182.84,1832.18,230,1,-108.15,6.18,,,
-182.99,1832.19,230,1,-108.0,6.5,,,
-182.99,1832.2,230,1,-108.43,6.28,,,
-182.81,1832.2,230,1,-108.91,5.64,,,
-182.08,1832.2,230,1,-108.69,5.2,,,
-182.99,1832.21,230,1,-108.98,5.54,,,
-182.99,1832.22,230,1,-109.31,4.88,,,
-182.92,1832.22,230,1,-108.79,5.37,,,
-182.99,1832.24,230,1,-109.29,4.5,,,
-182.1,1832.24,230,1,-108.06,6.29,,,
-182.99,1832.25,230,1,-108.09,6.0,,,
-183.0,1832.26,230,1,-108.19,6.67,,,
-182.99,1832.26,230,1,-108.82,5.67,,,
-182.12,1832.26,230,1,-107.7,6.54,,,
-183.03,1832.27,230,1,-109.27,4.37,,,
-183.02,1832.27,230,1,-108.08,5.99,,,
-183.01,1832.27,230,1,-107.58,6.57,,,
-182.98,1832.27,230,1,-108.57,5.29,,,
-183.04,1832.28,230,1,-108.69,5.7,,,
-182.14,1832.28,230,1,-107.87,7.11,,,
-183.05,1832.29,230,1,-108.29,6.19,,,
-182.17,1832.29,230,1,-108.14,6.05,,,
-183.05,1832.3,230,1,-108.44,6.1,,,
-183.03,1832.3,230,1,-109.21,5.32,,,
-182.28,1832.3,230,1,-108.8,5.65,,,
-182.24,1832.3,230,1,-109.11,4.33,,,
-182.22,1832.3,230,1,-107.97,6.69,,,
-182.19,1832.3,230,1,-108.34,6.4,,,
-183.05,1832.31,230,1,-108.79,5.61,,,
-182.31,1832.31,230,1,-108.68,5.34,,,
-183.05,1832.32,230,1,-108.39,5.36,,,
-182.33,1832.32,230,1,-108.43,5.65,,,
-183.05,1832.34,230,1,-108.18,6.52,,,
-183.05,1832.35,230,1,-108.88,5.78,,,
-182.47,1832.35,230,1,-107.9,6.55,,,
-182.44,1832.35,230,1,-108.19,6.56,,,
-182.42,1832.35,230,1,-108.05,6.68,,,
-182.39,1832.35,230,1,-108.19,6.43,,,
-182.36,1832.35,230,1,-108.7,6.46,,,
-183.05,1832.36,230,1,-107.88,6.78,,,
-182.49,1832.36,230,1,-108.75,6.53,,,
-198.59,1832.37,230,1,-83.33,11.97,,,
-183.05,1832.37,230,1,-108.39,6.1,,,
-182.51,1832.37,230,1,-107.73,6.03,,,
-198.59,1832.38,230,1,-83.11,16.75,,,
-183.05,1832.38,230,1,-110.11,3.9,,,
-182.53,1832.38,230,1,-108.09,7.04,,,
-198.7,1832.39,230,1,-81.72,17.54,,,
-183.12,1832.39,230,1,-108.45,5.35,,,
-183.05,1832.39,230,1,-109.75,3.93,,,
-182.54,1832.39,230,1,-108.06,6.25,,,
-183.07,1832.4,230,1,-109.18,5.38,,,
-183.06,1832.4,230,1,-109.07,5.5,,,
-183.12,1832.41,230,1,-109.34,4.79,,,
-183.11,1832.41,230,1,-107.81,6.99,,,
-183.1,1832.41,230,1,-107.68,6.25,,,
-183.08,1832.41,230,1,-111.54,2.5,,,
-182.56,1832.41,230,1,-108.81,5.74,,,
-183.1,1832.42,230,1,-109.44,4.87,,,
-183.09,1832.42,230,1,-110.4,4.44,,,
-183.1,1832.43,230,1,-109.86,4.39,,,
-182.57,1832.43,230,1,-108.41,6.19,,,
-198.92,1832.45,230,1,-82.4,15.52,,,
-198.6,1832.45,230,1,-82.63,17.51,,,
-183.09,1832.45,230,1,-107.72,6.67,,,
-182.59,1832.45,230,1,-107.89,7.28,,,
-183.08,1832.46,230,1,-108.25,5.81,,,
-182.92,1832.46,230,1,-108.43,4.9,,,
-182.91,1832.46,230,1,-108.29,5.95,,,
-182.61,1832.46,230,1,-108.21,6.33,,,
-183.2,1832.47,230,1,-107.91,6.34,,,
-183.08,1832.47,230,5,-106.45,8.17,,,
-182.96,1832.47,230,1,-108.39,6.39,,,
-182.94,1832.47,230,1,-109.39,4.81,,,
-182.9,1832.47,230,1,-107.29,6.51,,,
-182.88,1832.47,230,1,-107.62,6.46,,,
-182.63,1832.47,230,1,-108.83,5.36,,,
-183.08,1832.48,230,5,-107.5,6.25,,,
-183.07,1832.48,230,1,-107.69,6.72,,,
-183.06,1832.48,230,1,-108.47,5.52,,,
-182.97,1832.48,230,1,-107.93,6.03,,,
-182.86,1832.48,230,1,-107.79,6.91,,,
-182.65,1832.48,230,1,-107.79,6.36,,,
-183.05,1832.49,230,1,-108.23,5.6,,,
-183.0,1832.49,230,1,-108.82,6.17,,,
-182.99,1832.49,230,1,-108.55,6.0,,,
-182.85,1832.49,230,1,-107.97,6.26,,,
-182.83,1832.49,230,1,-108.22,6.37,,,
-182.79,1832.49,230,1,-107.72,6.55,,,
-182.75,1832.49,230,1,-107.83,6.25,,,
-183.04,1832.5,230,1,-108.14,6.63,,,
-183.03,1832.5,230,1,-108.23,7.29,,,
-183.02,1832.5,230,1,-108.3,5.33,,,
-183.01,1832.5,230,1,-107.66,6.42,,,
-182.82,1832.5,230,1,-107.93,6.33,,,
-182.8,1832.5,230,1,-108.37,6.22,,,
-182.74,1832.5,230,1,-107.84,6.8,,,
-182.71,1832.5,230,1,-107.98,6.62,,,
-182.69,1832.5,230,1,-107.22,6.69,,,
-182.68,1832.5,230,1,-107.8,5.96,,,
-170.49,1832.5,230,1,-109.79,5.21,,,
-182.73,1832.51,230,1,-108.11,6.19,,,
-199.09,1832.52,230,1,-82.27,15.22,,,
-183.28,1832.53,230,1,-107.7,5.72,,,
-198.56,1832.55,230,1,-82.66,16.65,,,
-199.09,1832.57,230,1,-81.5,15.34,,,
-183.34,1832.6,230,1,-107.97,6.5,,,
-199.03,1832.62,230,1,-81.63,11.76,,,
-198.95,1832.62,230,1,-81.55,15.84,,,
-198.91,1832.65,230,1,-82.61,11.1,,,
-183.4,1832.66,230,1,-109.51,4.81,,,
-198.64,1832.68,230,1,-81.11,20.01,,,
-198.57,1832.72,230,1,-80.61,21.54,,,
-183.45,1832.72,230,1,-107.16,6.76,,,
-170.91,1832.78,230,1,-106.97,8.75,,,
-183.5,1832.79,230,1,-107.93,6.35,,,
-181.39,1832.83,230,1,-108.73,6.75,,,
-183.57,1832.84,230,1,-108.72,5.36,,,
-181.53,1832.84,230,1,-110.12,4.05,,,
-181.49,1832.84,230,1,-109.21,5.7,,,
-181.4,1832.84,230,1,-108.98,5.6,,,
-181.53,1832.86,230,1,-109.22,5.69,,,
-181.52,1832.86,230,1,-111.37,3.56,,,
-181.51,1832.86,230,1,-109.34,5.08,,,
-181.48,1832.86,230,1,-108.34,6.38,,,
-181.46,1832.86,230,1,-108.79,5.76,,,
-181.45,1832.86,230,1,-108.83,6.6,,,
-181.42,1832.86,230,1,-109.09,5.7,,,
-181.41,1832.86,230,1,-109.75,4.28,,,
-181.4,1832.86,230,1,-108.3,7.23,,,
-181.39,1832.86,230,1,-111.77,4.13,,,
-181.55,1832.87,230,1,-110.48,3.82,,,
-181.41,1832.87,230,1,-108.29,6.78,,,
-198.71,1832.88,230,1,-80.5,22.34,,,
-181.57,1832.88,230,1,-109.05,4.52,,,
-181.41,1832.89,230,1,-108.59,6.33,,,
-183.62,1832.9,230,1,-109.31,5.04,,,
-181.6,1832.9,230,1,-108.5,6.21,,,
-181.41,1832.9,230,1,-109.25,5.54,,,
-181.63,1832.91,230,1,-110.47,4.29,,,
-181.42,1832.91,230,1,-108.11,7.59,,,
-181.76,1832.92,230,1,-111.54,3.93,,,
-181.74,1832.92,230,1,-111.29,2.93,,,
-181.73,1832.92,230,1,-110.93,3.93,,,
-181.71,1832.92,230,1,-111.18,3.15,,,
-181.69,1832.92,230,1,-108.23,6.92,,,
-181.67,1832.92,230,1,-110.18,4.96,,,
-181.65,1832.92,230,1,-109.68,3.53,,,
-181.43,1832.92,230,1,-108.45,7.21,,,
-181.44,1832.93,230,1,-108.98,5.53,,,
-181.78,1832.94,230,1,-111.55,3.55,,,
-181.45,1832.94,230,1,-108.06,7.17,,,
-183.66,1832.96,230,1,-108.29,6.63,,,
-181.8,1832.96,230,1,-111.14,4.63,,,
-181.83,1832.97,230,1,-111.72,3.1,,,
-181.45,1832.97,230,1,-108.79,6.38,,,
-181.86,1832.98,230,1,-111.91,2.5,,,
-181.45,1832.99,230,1,-108.25,6.92,,,
-181.88,1833.0,230,1,-110.83,2.97,,,
-181.44,1833.0,230,1,-107.59,7.42,,,
-183.7,1833.01,230,1,-109.14,5.4,,,
-181.89,1833.01,230,1,-110.34,3.66,,,
-181.45,1833.01,230,1,-108.96,5.15,,,
-181.89,1833.02,230,1,-110.54,4.45,,,
-181.92,1833.03,230,1,-110.88,2.85,,,
-181.91,1833.03,230,1,-112.02,2.8,,,
-181.48,1833.03,230,1,-109.34,4.03,,,
-181.47,1833.03,230,1,-108.69,6.06,,,
-183.75,1833.05,230,1,-109.29,4.67,,,
-181.94,1833.05,230,1,-110.66,3.63,,,
-181.49,1833.05,230,1,-108.65,5.9,,,
-181.48,1833.05,230,1,-108.81,5.62,,,
-181.47,1833.05,230,1,-108.39,5.41,,,
-181.48,1833.07,230,1,-108.4,5.77,,,
-1736.24,1833.18,230,28,-76.93,14.23,,,
-181.96,1833.08,230,1,-112.14,2.54,,,
-181.48,1833.08,230,1,-108.43,6.16,,,
-183.79,1833.1,230,1,-109.69,4.9,,,
-181.97,1833.1,230,1,-112.18,2.49,,,
-181.49,1833.1,230,1,-108.39,5.77,,,
-181.48,1833.11,230,1,-108.36,6.54,,,
-183.85,1833.12,230,1,-109.06,6.05,,,
-182.0,1833.12,230,1,-112.79,1.01,,,
-183.9,1833.14,230,1,-109.46,5.63,,,
-181.49,1833.14,230,1,-108.62,5.55,,,
-182.03,1833.15,230,1,-111.0,4.5,,,
-183.95,1833.17,230,1,-110.5,3.76,,,
-182.04,1833.17,230,1,-111.13,3.14,,,
-181.5,1833.17,230,1,-108.27,5.86,,,
-184.0,1833.18,230,1,-110.21,3.88,,,
-182.05,1833.18,230,1,-111.01,3.41,,,
-182.07,1833.19,230,1,-111.7,2.61,,,
-181.51,1833.19,230,1,-108.93,5.06,,,
-184.05,1833.2,230,1,-109.12,5.95,,,
-184.09,1833.21,230,1,-108.95,4.93,,,
-182.08,1833.21,230,1,-110.47,4.86,,,
-181.52,1833.21,230,1,-108.39,6.12,,,
-182.09,1833.22,230,1,-110.37,4.35,,,
-182.08,1833.22,230,1,-109.97,4.03,,,
-181.52,1833.22,230,1,-107.86,6.29,,,
-184.14,1833.23,230,1,-109.13,4.75,,,
-182.52,1833.23,230,1,-110.5,3.85,,,
-182.5,1833.23,230,1,-110.62,3.18,,,
-182.49,1833.23,230,1,-111.34,3.87,,,
-182.48,1833.23,230,1,-111.44,3.45,,,
-182.46,1833.23,230,1,-110.54,4.46,,,
-182.18,1833.23,230,1,-111.61,3.18,,,
-182.17,1833.23,230,1,-110.61,4.11,,,
-182.1,1833.23,230,1,-112.14,2.24,,,
-181.53,1833.23,230,8,-103.62,7.42,,,
-184.23,1833.24,230,1,-108.43,5.48,,,
-182.53,1833.24,230,1,-109.34,5.26,,,
-182.51,1833.24,230,1,-111.31,2.83,,,
-182.18,1833.24,230,1,-110.68,4.2,,,
-182.16,1833.24,230,1,-111.09,3.29,,,
-181.53,1833.24,230,1,-108.68,6.22,,,
-184.43,1833.25,230,1,-111.05,4.77,,,
-184.38,1833.25,230,1,-111.06,3.61,,,
-184.32,1833.25,230,1,-111.06,3.97,,,
-184.27,1833.25,230,1,-110.02,4.73,,,
-184.18,1833.25,230,1,-108.57,5.38,,,
-182.45,1833.25,230,1,-108.36,6.58,,,
-182.19,1833.25,230,1,-112.76,1.03,,,
-182.15,1833.25,230,1,-111.57,3.34,,,
-182.14,1833.25,230,1,-113.77,1.27,,,
-182.13,1833.25,230,1,-110.18,3.95,,,
-182.12,1833.25,230,1,-111.25,3.94,,,
-181.71,1833.25,230,1,-110.46,1.88,,,
-181.53,1833.25,230,1,-108.29,7.03,,,
-181.52,1833.25,230,1,-97.02,8.69,,,
-182.55,1833.27,230,1,-110.76,2.99,,,
-182.54,1833.27,230,1,-109.51,3.34,,,
-182.45,1833.27,230,1,-109.45,5.57,,,
-182.15,1833.27,230,1,-112.15,2.12,,,
-182.14,1833.27,230,1,-111.27,3.51,,,
-181.54,1833.27,230,1,-108.82,4.68,,,
-184.52,1833.28,230,1,-110.01,4.74,,,
-184.48,1833.28,230,1,-110.23,4.2,,,
-182.57,1833.28,230,1,-109.43,5.14,,,
-182.44,1833.28,230,1,-109.87,5.0,,,
-182.42,1833.28,230,1,-112.44,1.71,,,
-182.21,1833.28,230,1,-110.66,3.77,,,
-182.15,1833.28,230,1,-110.83,3.84,,,
-184.57,1833.29,230,1,-110.37,3.96,,,
-182.41,1833.29,230,5,-112.76,1.7,,,
-182.27,1833.29,230,1,-109.71,4.05,,,
-182.26,1833.29,230,1,-111.21,3.0,,,
-182.25,1833.29,230,1,-112.38,2.26,,,
-182.23,1833.29,230,1,-110.8,3.12,,,
-181.59,1833.29,230,2,-108.12,3.53,,,
-181.55,1833.29,230,1,-107.79,7.48,,,
-184.66,1833.3,230,1,-110.08,3.66,,,
-184.61,1833.3,230,1,-110.88,4.02,,,
-182.59,1833.3,230,1,-109.15,4.87,,,
-182.37,1833.3,230,1,-109.54,5.13,,,
-182.29,1833.3,230,1,-110.45,4.11,,,
-184.69,1833.31,230,1,-110.34,2.66,,,
-182.31,1833.31,230,1,-111.09,4.07,,,
-181.56,1833.31,230,1,-108.18,5.69,,,
-184.7,1833.32,230,1,-110.11,4.14,,,
-182.65,1833.32,230,1,-109.11,5.11,,,
-182.62,1833.32,230,1,-109.19,5.14,,,
-182.36,1833.32,230,1,-111.2,3.56,,,
-182.35,1833.32,230,1,-109.72,5.78,,,
-182.33,1833.32,230,1,-111.11,2.97,,,
-181.56,1833.32,230,1,-88.13,7.11,,,
-182.67,1833.33,230,1,-110.91,3.51,,,
-182.64,1833.33,230,1,-109.27,4.62,,,
-181.57,1833.33,230,1,-108.52,5.26,,,
-184.71,1833.34,230,1,-109.72,4.41,,,
-181.55,1833.34,230,5,-92.79,17.18,,,
-182.69,1833.35,230,1,-110.04,4.13,,,
-181.68,1833.35,230,1,-112.84,2.34,,,
-181.57,1833.35,230,1,-109.22,5.12,,,
-184.7,1833.36,230,1,-109.48,4.4,,,
-181.58,1833.36,230,1,-108.29,5.61,,,
-184.69,1833.38,230,1,-108.05,5.22,,,
-182.72,1833.39,230,1,-109.36,5.52,,,
-181.58,1833.39,230,1,-108.43,5.58,,,
-184.63,1833.4,230,1,-109.34,5.04,,,
-181.59,1833.4,230,1,-107.9,6.61,,,
-182.77,1833.41,230,1,-111.64,3.0,,,
-182.74,1833.41,230,1,-110.46,5.21,,,
-184.58,1833.42,230,1,-112.39,1.19,,,
-182.8,1833.42,230,1,-110.43,4.16,,,
-184.52,1833.43,230,1,-112.07,1.96,,,
-181.6,1833.43,230,1,-108.68,5.24,,,
-181.58,1833.43,230,1,-90.57,14.43,,,
-182.87,1833.44,230,1,-109.33,5.48,,,
-182.84,1833.44,230,1,-107.23,7.84,,,
-181.85,1833.44,230,5,-108.7,7.51,,,
-184.47,1833.45,230,1,-110.81,3.56,,,
-181.62,1833.45,230,1,-108.21,5.99,,,
-182.92,1833.46,230,1,-109.09,6.13,,,
-184.42,1833.48,230,1,-110.5,3.85,,,
-181.81,1833.48,230,2,-108.48,5.13,,,
-181.62,1833.48,230,1,-108.19,6.56,,,
-182.96,1833.49,230,1,-111.25,3.14,,,
-181.8,1833.49,230,1,-111.15,4.05,,,
-184.37,1833.5,230,1,-110.26,4.23,,,
-183.01,1833.5,230,1,-109.61,4.79,,,
-181.65,1833.5,230,1,-107.62,9.64,,,
-181.64,1833.5,230,1,-108.36,8.61,,,
-181.63,1833.5,230,1,-108.25,6.59,,,
-181.62,1833.5,230,1,-117.95,-0.25,,,
-181.6,1833.5,230,5,-90.61,16.69,,,
-184.32,1833.51,230,1,-109.34,4.82,,,
-183.41,1833.51,230,1,-110.09,3.26,,,
-183.34,1833.51,230,1,-109.02,5.72,,,
-183.27,1833.51,230,1,-111.76,3.34,,,
-183.2,1833.51,230,1,-110.8,4.17,,,
-183.12,1833.51,230,1,-110.68,4.22,,,
-183.06,1833.51,230,1,-109.97,4.37,,,
-181.65,1833.51,230,1,-109.0,5.71,,,
-181.64,1833.51,230,1,-107.75,6.88,,,
-183.67,1833.52,230,1,-108.91,5.78,,,
-183.59,1833.52,230,1,-107.97,7.28,,,
-183.5,1833.52,230,1,-108.87,6.46,,,
-181.65,1833.52,230,1,-109.09,5.96,,,
-181.64,1833.52,230,5,-107.02,7.63,,,
-181.63,1833.52,230,1,-111.94,5.04,,,
-181.6,1833.52,230,5,-110.81,6.19,,,
-181.59,1833.52,230,1,-110.73,5.95,,,
-184.26,1833.53,230,1,-110.43,3.44,,,
-183.75,1833.53,230,1,-108.61,5.58,,,
-181.77,1833.53,230,2,-106.05,7.63,,,
-181.69,1833.53,230,1,-101.66,8.28,,,
-181.65,1833.53,230,1,-108.68,5.21,,,
-181.57,1833.53,230,1,-109.04,7.77,,,
-183.82,1833.54,230,1,-107.72,7.09,,,
-181.75,1833.54,230,1,-102.13,7.5,,,
-181.69,1833.54,230,1,-101.36,9.23,,,
-181.75,1833.55,230,1,-101.65,8.33,,,
-181.74,1833.55,230,1,-103.2,6.03,,,
-181.71,1833.55,230,1,-102.9,8.8,,,
-184.18,1833.56,230,1,-109.31,4.54,,,
-183.9,1833.56,230,1,-107.95,6.13,,,
-181.75,1833.56,230,1,-102.18,8.69,,,
-181.6,1833.56,230,5,-90.84,15.3,,,
-184.01,1833.58,230,1,-108.88,5.08,,,
-181.69,1833.58,230,1,-99.4,11.67,,,
-184.11,1833.59,230,1,-109.63,4.84,,,
-181.75,1833.59,230,1,-103.68,7.08,,,
-181.71,1833.59,230,1,-100.94,8.71,,,
-181.51,1833.59,230,1,-112.3,4.45,,,
-181.62,1833.6,230,5,-110.36,4.12,,,
-181.6,1833.6,230,5,-110.45,4.61,,,
-181.59,1833.6,230,5,-109.59,7.9,,,
-181.58,1833.6,230,5,-109.37,7.96,,,
-181.57,1833.6,230,5,-109.52,6.98,,,
-181.56,1833.6,230,5,-109.0,5.87,,,
-181.55,1833.6,230,5,-109.65,7.69,,,
-181.54,1833.6,230,5,-108.61,5.86,,,
-169.66,1833.6,230,1,-109.8,5.86,,,
-181.73,1833.61,230,1,-101.5,8.08,,,
-181.66,1833.61,230,1,-101.86,10.67,,,
-181.62,1833.61,230,5,-106.36,8.33,,,
-181.59,1833.61,230,1,-89.68,16.61,,,
-181.57,1833.61,230,5,-110.72,6.77,,,
-181.52,1833.61,230,5,-109.04,5.5,,,
-181.47,1833.61,230,1,-108.47,8.59,,,
-181.9,1833.62,230,2,-106.83,6.66,,,
-181.83,1833.62,230,5,-105.63,8.87,,,
-181.76,1833.62,230,1,-102.52,7.21,,,
-181.74,1833.62,230,1,-100.93,9.58,,,
-181.7,1833.62,230,1,-101.61,8.53,,,
-181.62,1833.62,230,5,-108.47,5.76,,,
-181.6,1833.62,230,5,-111.73,2.69,,,
-181.57,1833.62,230,5,-109.63,4.42,,,
-181.5,1833.62,230,5,-108.43,8.36,,,
-181.46,1833.62,230,1,-108.11,8.52,,,
-181.88,1833.63,230,2,-106.9,7.13,,,
-181.85,1833.63,230,2,-106.86,7.94,,,
-181.79,1833.63,230,1,-103.06,8.03,,,
-181.6,1833.63,230,5,-107.0,7.61,,,
-181.59,1833.63,230,5,-108.96,5.88,,,
-181.57,1833.63,230,1,-90.62,11.9,,,
-181.48,1833.63,230,5,-108.48,9.28,,,
-181.47,1833.63,230,5,-108.48,7.17,,,
-181.46,1833.63,230,5,-109.23,7.27,,,
-181.81,1833.64,230,1,-102.33,8.15,,,
-181.62,1833.64,230,5,-109.59,5.5,,,
-181.6,1833.64,230,5,-111.27,3.65,,,
-181.57,1833.64,230,5,-106.5,8.27,,,
-181.49,1833.64,230,1,-109.47,7.38,,,
-181.45,1833.64,230,5,-107.98,8.87,,,
-181.94,1833.65,230,2,-107.34,7.27,,,
-181.85,1833.65,230,2,-106.97,7.94,,,
-181.84,1833.65,230,2,-105.89,8.29,,,
-181.83,1833.65,230,1,-102.69,7.53,,,
-181.7,1833.65,230,5,-90.08,13.82,,,
-181.69,1833.65,230,5,-89.16,14.35,,,
-181.59,1833.65,230,5,-109.36,4.63,,,
-181.58,1833.65,230,5,-110.41,4.16,,,
-181.57,1833.65,230,5,-109.68,5.0,,,
-181.45,1833.65,230,5,-108.12,8.35,,,
-181.46,1833.66,230,1,-108.56,8.32,,,
-181.86,1833.68,230,2,-107.43,6.66,,,
-181.84,1833.68,230,2,-106.4,7.75,,,
-181.83,1833.68,230,1,-102.97,8.46,,,
-181.74,1833.68,230,1,-88.61,12.71,,,
-181.7,1833.68,230,1,-88.62,12.96,,,
-181.69,1833.68,230,1,-89.95,12.72,,,
-181.43,1833.68,230,5,-110.38,6.39,,,
-181.72,1833.69,230,5,-89.9,14.98,,,
-181.69,1833.69,230,5,-88.65,13.09,,,
-181.68,1833.69,230,1,-89.93,12.46,,,
-181.65,1833.69,230,1,-89.15,14.57,,,
-182.0,1833.7,230,2,-106.41,7.92,,,
-181.84,1833.7,230,1,-105.86,6.28,,,
-181.82,1833.7,230,1,-100.98,9.09,,,
-181.66,1833.7,230,5,-87.66,13.76,,,
-181.65,1833.7,230,5,-88.73,12.61,,,
-181.54,1833.7,230,1,-89.5,11.84,,,
-181.45,1833.7,230,1,-108.73,7.69,,,
-182.04,1833.71,230,2,-106.77,7.25,,,
-181.86,1833.71,230,2,-105.87,8.73,,,
-181.41,1833.71,230,5,-108.29,7.81,,,
-181.81,1833.72,230,1,-100.86,10.19,,,
-181.66,1833.72,230,1,-88.86,8.87,,,
-181.43,1833.72,230,1,-109.51,7.54,,,
-182.05,1833.73,230,2,-106.45,6.57,,,
-181.42,1833.73,230,1,-108.5,8.25,,,
-181.41,1833.73,230,1,-107.75,9.03,,,
-181.4,1833.73,230,1,-108.66,8.36,,,
-182.05,1833.74,230,2,-106.87,8.44,,,
-182.02,1833.74,230,2,-106.22,7.36,,,
-181.82,1833.74,230,1,-101.87,8.65,,,
-181.67,1833.74,230,2,-89.13,9.17,,,
-181.41,1833.74,230,5,-108.41,8.46,,,
-181.39,1833.74,230,1,-109.14,8.21,,,
-182.05,1833.75,230,2,-106.14,7.31,,,
-181.69,1833.75,230,2,-89.0,8.11,,,
-181.68,1833.75,230,5,-89.3,8.75,,,
-182.04,1833.76,230,8,-106.65,4.45,,,
-181.41,1833.76,230,5,-108.26,8.85,,,
-181.38,1833.76,230,1,-108.18,8.13,,,
-182.03,1833.77,230,2,-106.61,8.15,,,
-181.77,1833.77,230,2,-103.97,9.38,,,
-181.35,1833.77,230,1,-108.83,8.46,,,
-170.93,1833.77,230,1,-107.64,9.03,,,
-182.08,1833.79,230,2,-106.66,7.61,,,
-182.04,1833.79,230,2,-107.27,7.04,,,
-181.84,1833.79,230,1,-99.75,10.96,,,
-182.08,1833.8,230,8,-105.36,6.91,,,
-182.01,1833.8,230,1,-102.54,10.27,,,
-181.71,1833.8,230,2,-87.47,10.82,,,
-181.41,1833.8,230,5,-108.22,8.9,,,
-182.09,1833.81,230,2,-106.7,8.42,,,
-182.06,1833.81,230,2,-106.29,8.15,,,
-182.05,1833.81,230,2,-106.93,7.44,,,
-182.02,1833.81,230,1,-104.04,6.54,,,
-181.65,1833.81,230,1,-107.29,6.74,,,
-182.13,1833.82,230,8,-104.97,6.51,,,
-181.9,1833.82,230,1,-100.15,9.44,,,
-182.11,1833.83,230,2,-107.29,6.93,,,
-182.0,1833.83,230,1,-98.11,9.29,,,
-181.98,1833.83,230,1,-101.91,10.05,,,
-181.72,1833.83,230,2,-88.47,9.88,,,
-181.67,1833.84,230,5,-88.93,9.86,,,
-181.41,1833.84,230,5,-107.3,9.48,,,
-182.01,1833.85,230,1,-102.2,7.71,,,
-181.7,1833.85,230,5,-90.63,9.75,,,
-181.67,1833.85,230,5,-88.22,10.67,,,
-181.68,1833.86,230,5,-89.5,8.4,,,
-181.67,1833.86,230,5,-89.47,9.6,,,
